C:/Users/RDNRCLabPC20LSN/Documents/past scan projects/Barista_small_pore\040-2\annotated image\High mag\8_040-2_annotated image_3500x_0_0.tif,0.8874687254428864,0.7388543231146677,0.8484154003007072,0.8158527272088187,0.9194725695110503,0.8478483359018961,0.6696559957095555,0.6890985398065477,0.674331335794358,0.7914166046040398,0.9557646910349528,0.9195519820565269,0.640215706257593,0.749127365293957,0.7620216097150531,0.723710644812811,0.7500535508706456,0.781221798488072,0.8470200924646287,0.7713252305984497,0.7598380588349842,0.9341550668080648,0.8156409604208811,0.5234427934601193,0.6612347364425659,0.7958007653554281,0.931162096205212,0.7292354050136748,0.8203280653272357,0.868215594972883,0.8878440232503981,0.6729689694586254,0.481851869839288,0.8086526564189367,0.5721750372932071,0.3016923779533023,0.6839384890737987,0.5702644302731469,0.47091286523001535,0.660914733296349,0.2812474710600717,0.6316556220962888,0.6242096665359679,0.5914981684514454,0.9216914148557753,0.862930837131682,0.9429975066866194,0.7779464721679688,0.7824759284655253,0.9113407248542422,0.9344280106680733,0.6989856958389282,5.901739789616494,2.575486498219626,4.824499198368618,10.781335412036805,3.676934974534171,2.5905007634844104,8.873000179018295,3.3589689071689333,1.618792386282058,2.469951342968714,4.219523838588169,1.6550209777695792,8.525221465598971,2.445087569100516,1.900776335171291,1.861832422869546,1.3806771039962766,1.909374066761562,2.689773504223142,1.6104440689086914,2.9949244455922215,3.1683087973367603,1.5185678714797612,2.814752380053202,2.193212151527405,2.566302878516061,1.889383281980242,1.835382751056126,4.088546080248697,1.6184417945998055,2.7696460542224703,2.0927499873297553,1.5887392966875007,1.0418196547599066,1.6524550701890675,2.957422018051148,1.0915942617825098,1.9270283579826355,3.2254623004368375,4.645704499312809,1.4738421376262394,1.5383868898664201,2.605557382106781,4.415535177503314,1.9928172401019506,1.596839229265849,1.8896197548934393,1.7593602389097214,2.163263621784392,5.430152211870467,2.204440497216724,3.405635836578551,5.03901071917443,2.009483286312648,3.0804020506995067,1.6084675788879395,1.647870319230216,1.7349629402160645,1.4566087328961919,1.575960200457346,3.3376163442929587,1.7156334854662418,1.1071167673383442,1.8196489198931627,4.940130923475538,1.1368158828644526,2.172167238735017,1.1961647016661507,4.356965484008903,1.3386084550902957,1.3119987817037673,1.4302305323737008,2.5893289872578213,4.21629674803643,1.374359394822802,1.8893173989795502,2.2439864742613977,2.2754520777435534,1.3672210893460681,1.3519897631236486,1.5847285219601224,2.757210637841906,1.7586667026792255,2.3930494104112894,5.947738477161953,2.7504129239491055,1.1669761793954032,1.7193980813026428,1.5500693576676505,2.1947721668652123,1.2717513271740504,2.3755339440845304,3.0349580744902296,2.102354787644886,1.7370476665950956,1.4324846721830824,1.3713876008987427,1.8762396233422416,5.0889323864664355,1.1991738488986379,1.2416780903225852,1.5097866086732774,2.548450938292912,1.6377431608381727,2.337413569291433,1.2151884181158885,2.4301650694438393,1.1986729616210574,1.4154045042537509,1.0512809242521015,1.080424740200951,1.5504311259303776,1.133441732043312,1.4801086698259627,1.5155819597698394,1.1019637754985265,1.4680520806993758,1.8317285974820454,3.981213260264624,1.798716508206867,1.168147955621992,1.6224794813564847,2.13399509872709,2.1123831215358915,3.6317015886306767,1.0217182806559972,1.6843365601130893,3.9549047663098293,0.9844396788449515,1.6966119749205453,0.9817531818435306,1.3740276268550329,1.1765798032283783,1.9461226633616857,1.8786820002964564,1.0437473207712173,2.109476034130369
C:/Users/RDNRCLabPC20LSN/Documents/past scan projects/Barista_small_pore\040-2\annotated image\High mag\8_040-2_annotated image_3500x_0_1.tif,0.7536568215915136,0.9180702027820407,0.6959315481640044,0.9354397853215536,0.7546971259372575,0.8286199115571521,0.7381154923211961,0.7020069020135062,0.9374492168426514,0.8397588446026757,0.7794053100404286,0.8241939856892541,0.8136079992566789,0.7310189519609724,0.7902442401363736,0.7103316897437686,0.8033678985777356,0.8846110502878824,0.5854928152901786,0.5761374291919527,0.8404929694675264,0.9536281994410925,0.3405586424328032,0.5730268103735788,0.451693852742513,0.9170343102443786,0.8365364599795568,2.7871991679781956,1.785603438104902,2.0278787612915035,3.1460709316389903,1.5963686364037648,2.1408751663707553,2.3313546861921033,1.4897511175700597,1.6745529345103676,2.4268391543910615,2.1566753217152184,3.2793998895656498,1.8108554510843187,1.6054957849638802,1.7952741214207242,1.9042775460651942,1.2881914888109478,3.102969331400735,2.8248630676950732,1.6208535830179853,2.0163233535630365,1.8205873114722115,1.9796947581427435,2.4306080149752756,2.626839944294521,1.4442212581634524,2.4820196969168524,1.4780098256610688,2.2380220038550243,2.9083274177142555,1.567963651248387,1.9060893285842169,2.457734752269018,1.7770539422829947,1.3220353509698595,1.5533752725237893,2.9538290415491377,1.5637800807044622,1.7553819645018807,1.4868805011113484,2.252125671931676,1.3735158571175166,1.3550533226558141,2.6424471565655296,1.3872748159226915,2.230045454842704,8.571683098872501,2.2582736735542617,1.248139330318996,1.7785304273877827,1.4870546204703194,1.2173390274956113,1.4686462041877566,1.315389403275081,2.155418838773455,2.535702577659062,1.358026881303106,1.2648124354226247,1.8870020820980982,1.7083791494369507,1.6484397365933374,1.5029794829232352,1.4143291995638896,1.3015186786651611,1.403562034879412,1.9667669839802246,1.3929313421249392,2.0285599444593707,1.4665932428269162,1.5846402857984816,2.1715225265139626,2.446979352406093,2.3411868416837285,1.754756075995309,2.4512040998254503,1.603326351869674,2.2055322726567583,1.328841888478824,2.598336134638105,1.7902817193950926,1.0774694170270647,1.35267212277367,1.4953582315217882,1.6502915195056371,1.669334059669858,2.6412400858742853,1.3507615157536097,1.2751625371830804,1.8198320099285672,7.789537761892593,1.3642487071809315,1.1594231639589583,1.0282139327554476,3.3678213471458074,1.0499750290598189,4.949469838823591,1.4860487282276154,1.8323286033812025
C:/Users/RDNRCLabPC20LSN/Documents/past scan projects/Barista_small_pore\040-2\annotated image\High mag\8_040-2_annotated image_3500x_0_10.tif,0.7671134244827996,0.7477814697083974,0.7075669566790264,0.7761205718630836,0.7393860930488224,0.428865393002828,0.6372909716197422,0.7793394270397368,0.818398634592692,0.9264191083964848,0.7315977811813354,0.44121374970390687,0.767754607257389,0.7615274872098651,0.661375914301191,0.46800460134233746,0.5255110490889776,0.7736123119081769,0.6695312886011033,0.6763251789268994,2.530914295287359,1.9960102126711892,2.0020996843065535,2.724995026985804,2.662708532242548,5.006543341137114,2.354289029325758,2.7861438634849733,1.5378880614326114,7.264186714376722,1.8971198286328999,2.155115306377411,1.71022857938494,2.362460874375843,4.209973156452179,1.918550627572196,3.4950084799811956,3.7515110018707456,2.9889046805245534,1.2085977650824047,4.0036111275355015,1.9662122726440434,1.3953031301498413,3.673772590500968,2.2625163623264855,1.5217561381203788,1.7907940773736863,1.5027959517070226,1.6095617072922843,1.3543050800051006,1.7347370556422643,1.9447955914906094,3.4698905859674727,1.7500689710889543,1.2965774536132815,2.6331153001104086,2.2107182059969217,2.0758815861883617,2.1119431172098433,2.1032112666538785,1.2077271682875497,2.195626292909895,2.163978334693682,1.5371068772815524,1.4173762883458818,1.3970678533826555,1.8267991372517178,1.7504077979496548,1.7910670212336948,1.1489760024206979,1.1983129580815632,1.0916224973542348,2.032269392694746,2.08923465864999,1.5358598061970303,2.1001077067284357,2.0709709496725175,1.0764811720166887,2.147190816700459,1.3425255524260657,1.4309599513099307,1.4186821835381644,3.4257513284683228,1.7225463475499836,1.4262422578675409,1.0774294166337877,1.1678091287612915,1.2501722914831979,1.1579407964433943,1.0947601752621787,0.9672800983701433,1.2262920566967555,1.011327590261187,1.4712568180901664,1.0614927893593198,1.3036198757943653,2.937374762126378,1.5315327048301697,1.1138791867664883,1.042090245655605,1.1048332154750824
C:/Users/RDNRCLabPC20LSN/Documents/past scan projects/Barista_small_pore\040-2\annotated image\High mag\8_040-2_annotated image_3500x_0_11.tif,0.8565072445642381,0.7172494048164004,0.9295267860094706,0.6816631725856236,0.8400835536775136,0.9374445109140306,0.7850053650992258,0.9356327283950079,0.518358037585304,0.6741525105067662,0.6429098503930228,0.5102826640719459,0.6838420175370715,0.8147703636260261,0.6513828748748417,0.8914205290022351,0.9489928597495669,0.8725274020717257,0.6492957955315,0.6422933737436931,0.8635637845311847,0.6363427270026435,0.7555038985751924,0.5798645246596563,0.6766843001047771,0.9533976089386713,0.738609614826384,0.9199655155340831,0.9110771928514753,0.5582643122900101,0.8746438934689477,0.9330515265464783,0.7064209159995829,0.47615056378500803,0.8122291621707735,0.9193549212955294,3.0674983944211687,2.1101325111729756,2.3430630366007485,1.7780515991506123,5.64469314473016,3.556326729910714,1.5644800875868115,1.7793069056102206,5.2297220059803555,1.602613403683617,1.5067101078374046,2.0550272635051186,1.8089754326002938,1.5025947732584817,1.605258135568528,1.9271713005644937,1.7838387148720878,1.905449322291783,1.857053552355085,2.2134288208825246,2.120533789907183,1.65263860140528,1.4930511500154224,1.3112564214638303,1.650722111974444,1.0919136766876494,2.166305416396686,3.3690684182303294,2.1319515492234915,1.3053234219551086,1.479387486264819,2.003447932856423,1.8357756960959661,1.6464750113941375,1.5529423270906721,1.1944270375229062,1.047320885317666,3.2532402206034887,1.4414259365626743,1.290175037724631,1.5806625996317185,1.3787853206907001,1.1777198144367762,1.8739431301752725,2.294274321624211,1.9636357767241344,2.2473609192030772,1.9635510700089591,1.293946251273155,2.450877037786302,2.0967264970143638,1.698334344795772,1.8325491937853042,2.2640828483161473,1.598316890852792,1.1339582077094488,1.991303107568196,1.1937367366183371,2.5162559158745266,1.346208529812949,1.6695252380200793,1.337335501398359,1.243748698915754,1.3987337521144323,1.3419237818036762,1.0316219074385506,1.16875502041408,1.380465337208339,2.510650566646031,2.0624861603691462,2.7171349497068498
C:/Users/RDNRCLabPC20LSN/Documents/past scan projects/Barista_small_pore\040-2\annotated image\High mag\8_040-2_annotated image_3500x_0_12.tif,0.8860745940889632,0.6644818271909442,0.8438153550738381,0.9454963547842843,0.8421823978424072,0.6836443685349964,0.7794335456121536,0.5203392335346767,0.8205915973300026,0.7623510247185117,0.8251845836639405,0.7243694748197284,0.7820406300680979,0.7844500655219668,0.9498681624730428,0.7367225374494281,0.5614408141090756,0.6870255782490685,0.8211845443362282,0.8818745527948653,0.6890891279493059,2.5435120662053428,5.026814128671374,1.410020921911512,1.5234996846743991,2.0159657029878524,3.5165428093501503,1.7439042045956565,2.400458895024799,3.6895856871491386,3.3068725126130243,2.101644192423139,1.8132460628237044,2.2620881228219893,1.2339933088847568,1.4330293834209442,1.223447322845459,1.2510405353137424,2.691157047237669,1.8402110338211062,1.5600718089512415,1.3585262979779924,1.8473334567887443,1.1026931944347564,4.279707959720066,1.2463322537285941,3.260785000664847,1.9383237631548023,1.6185476779937746,4.0100723675319125,2.075738055365426,1.9661487426076616,1.7927988029661635,1.4681085518428256,1.8082201310566495,2.546463859932763,1.1555831262043543,1.0485138382230486,1.5360598081634158,1.2025988825729914,1.1213145539874123,3.169722928887322,1.183261045387813,1.8595524004527502,1.9594427943229678,2.3999177132334024,1.8072389449392046,1.2956233265854065,1.6798329864229475,1.3323307463100977,1.1362629362515042,1.2966268658638,1.100191993372781,1.5143678301856631,1.1604019971120927,1.321834172521319,1.4929982083184377,1.3994443473361788,1.0501938547406877
C:/Users/RDNRCLabPC20LSN/Documents/past scan projects/Barista_small_pore\040-2\annotated image\High mag\8_040-2_annotated image_3500x_0_13.tif,0.5922081754321145,0.4838541689373198,0.6938103508381617,0.6696964372836408,0.46830107484545025,0.4732493587902614,0.9343056565239315,0.6535452490761167,0.4334924973192669,0.6201943329402378,2.4002071278435846,8.836858647210256,1.4303017095440909,2.105417170694896,2.94059126433872,2.0847781442460565,1.0639010483310338,2.070839183671134,1.3956560747964042,1.0015757296766554,1.6431832143238614,1.4069832449867612,1.1759327380430131,1.13590293271201,3.9052807490030927
C:/Users/RDNRCLabPC20LSN/Documents/past scan projects/Barista_small_pore\040-2\annotated image\High mag\8_040-2_annotated image_3500x_0_14.tif,0.8410362101026945,0.7198517833437238,0.7161057171012675,0.6350438907032921,2.451365277880714,2.870570575907117
C:/Users/RDNRCLabPC20LSN/Documents/past scan projects/Barista_small_pore\040-2\annotated image\High mag\8_040-2_annotated image_3500x_0_15.tif,0.8257304713839577,0.676660770461673,0.8113726831617809,0.9168654850551061,0.8906528743959609,0.6686995157173702,0.6611947360492888,0.8596155104183015,0.6856820356278193,0.940451599302746,0.8179562773023333,0.4176794006710961,0.41135463260468985,0.7940595717657181,0.3246996629805792,2.5496368323053633,2.5683711341449196,3.556932618220647,3.4248901435307095,1.7066708973475866,2.2390455433300565,3.60378484356971,3.512007470641817,1.3435696803388142,3.6069607571476983,1.569121309689113,1.9568004154023668,1.3838218407971519,2.0789357338632857,3.4334172861916676,1.088583643947329,2.141985765525273,1.2830949681145805,3.874226326034183,2.2022522404080345,1.004539288225628,1.8802314272948675,1.328053057193756,1.9248153950486864,1.7733468470119294,1.2992127736409504,1.1387759021350314,1.2069295133863176,1.7758815778153283,1.726261678196135,1.7640596968787057,2.298968485423497,1.0890460014343264,3.275643970285143,2.0890934807913646,3.4768230070670447,2.2984837747755504,3.822518464710032,0.969091880889166,1.0110428815796264,1.5291979759931564,1.6720893808773587,1.145707734993526,2.0636532306671147,1.2066989228838967,1.0092522757393971,1.6084393433162143,1.1888587474822998,0.9739013399396623
C:/Users/RDNRCLabPC20LSN/Documents/past scan projects/Barista_small_pore\040-2\annotated image\High mag\8_040-2_annotated image_3500x_0_16.tif,0.871787394796099,0.7104163964589437,0.955934104465303,0.629370893750872,0.5838504462015061,0.518094505582537,0.6286744163149879,0.6353380112420945,0.6669477337882632,0.6917715072631836,1.9970561053071703,2.347260724930536,2.1185973002797085,1.9806735912958782,4.25468418427876,1.632646640141805,1.3385143365178789,4.089039026271728,1.862319486481803,1.7885069960639592,1.6391808220318385,1.1532325148582458,1.966328744377409,1.3567498099236261,1.826570899713607,1.639025526387351,1.2936127185821533,1.225267340739568,2.6520966632025584,1.6507950538680667,3.9765132140545623,1.7082485599177224,2.2419396894318715,1.2627112382934207,1.5020865329674313,0.9646447783424741,1.0222176973308836,1.7905540750140234,1.1762374469212125,1.3764982393809726,1.2080307006835938,3.0841997350965227
C:/Users/RDNRCLabPC20LSN/Documents/past scan projects/Barista_small_pore\040-2\annotated image\High mag\8_040-2_annotated image_3500x_0_17.tif,0.7038186845325288,0.8940323193868001,0.6983786310468402,0.6305379640488397,0.9064371472313291,0.7252071301142374,0.9605082670847576,0.8964205781618755,0.6069259671937851,3.72747694204251,1.3903266106333052,1.3456826422895705,2.0846181426729475,2.1592518176351274,2.101213599954333,1.7029155663081577,1.2776266790571666,2.6410000835146223,1.5050406796591622,2.0216057584399274,1.8023683088166373,3.071867849145617,1.385092441524778,2.153565879379,1.6965635920919124,1.065914009298597,1.8405580960568926,1.3410202435084753,2.796803968293326,2.139621036393302,1.900126917021615,1.397251384598868,2.024984615189689,1.8071160025539852,1.5322562413556235,1.061970441114335,1.249941700980777,1.3525309449150449,1.7746903896331787,1.513739588714781,1.079563996444146,0.9759484188897269,1.5382551238650368,1.2843938044139318,1.6427779162213918,1.9865842376436509,1.29022444997515,1.4856287240982056
